iter	Logloss
2911	0.02251624679
2912	0.02249481522
2913	0.02247989043
2914	0.02245850089
2915	0.02244683983
2916	0.02242717966
2917	0.02239827254
2918	0.02238067558
2919	0.02235886839
2920	0.02234654705
2921	0.02233243176
2922	0.02231058727
2923	0.02229872535
2924	0.02227935259
2925	0.02226067641
2926	0.02224264226
2927	0.02223041608
2928	0.0221997063
2929	0.02219104209
2930	0.02218113621
2931	0.02216928509
2932	0.0221560463
2933	0.02213799438
2934	0.02212371458
2935	0.02210969521
2936	0.02209872015
2937	0.02208745397
2938	0.02207553659
2939	0.02205561122
2940	0.02204299786
2941	0.02203048458
2942	0.0220129385
2943	0.02198521326
2944	0.02196825384
2945	0.02194913203
2946	0.02192577629
2947	0.02190947998
2948	0.02188661117
2949	0.0218645128
2950	0.02184540997
2951	0.02183056414
2952	0.02181417733
2953	0.02178714298
2954	0.02177676099
2955	0.0217662499
2956	0.02175844451
2957	0.02174426221
2958	0.02172534744
2959	0.02171142329
2960	0.0216944321
2961	0.02167339485
2962	0.02165562827
2963	0.02164102189
2964	0.0216307831
2965	0.02161275088
2966	0.02159552011
2967	0.02158313771
2968	0.02156419911
2969	0.02154298399
2970	0.02152899768
2971	0.02151109026
2972	0.02149291848
2973	0.02148096773
2974	0.02146243741
2975	0.02144587539
2976	0.02143199746
2977	0.02141884892
2978	0.02140725665
2979	0.02139279975
2980	0.02135987159
2981	0.02134365796
2982	0.02133289155
2983	0.02131671943
2984	0.02130780081
2985	0.02129482847
2986	0.02127638824
2987	0.02126551591
2988	0.02125278773
2989	0.02124232404
2990	0.02122332961
2991	0.02120036441
2992	0.02118693709
2993	0.02116726823
2994	0.021150969
2995	0.02113418796
2996	0.0211180121
2997	0.02110223268
2998	0.02108757491
2999	0.02106602428
